DateTime,Air temperature | (°C),Power generated by system | (MW),Pressure | (atm),Wind speed | (m/s)
2023-11-08 03:00:00,3.603,42.3312,0.982327,9.786
2023-11-08 04:00:00,2.698,39.4275,0.982412,9.519
2023-11-08 05:00:00,2.709,37.931,0.982596,9.365
2023-11-08 06:00:00,2.331,37.0066,0.982976,9.25
2023-11-08 07:00:00,2.069,41.9246,0.98332,9.736
2023-11-08 08:00:00,1.777,33.0296,0.983737,8.873
2023-11-08 09:00:00,0.465,24.0972,0.984262,7.975
2023-11-08 10:00:00,-0.059,22.8068,0.984768,7.834
2023-11-08 11:00:00,-0.781,15.4669,0.985418,6.975
2023-11-08 12:00:00,-1.371,9.1857,0.985786,5.996
2023-11-08 13:00:00,-1.437,2.34572,0.986287,4.382
2023-11-08 14:00:00,0.103,0.741385,0.986716,3.696
2023-11-08 15:00:00,1.793,0,0.987116,2.243
2023-11-08 16:00:00,2.425,0,0.98721,1.596
2023-11-08 17:00:00,6.085,0,0.986802,1.361
2023-11-08 18:00:00,9.887,0,0.986323,2.104
2023-11-08 19:00:00,11.597,0,0.985957,2.673
2023-11-08 20:00:00,12.489,0,0.985722,2.513
2023-11-08 21:00:00,12.981,0,0.985446,2.082
2023-11-08 22:00:00,13.015,0,0.985487,1.491
2023-11-08 23:00:00,10.088,0,0.985472,1.837
2023-11-09 00:00:00,7.379,0,0.985653,2.162
2023-11-09 01:00:00,5.98,0,0.985854,1.638
2023-11-09 02:00:00,5.236,0,0.985963,0.626
2023-11-09 03:00:00,4.821,0,0.985967,0.329
2023-11-09 04:00:00,4.183,0,0.985811,0.459
2023-11-09 05:00:00,3.396,0,0.985747,0.804
2023-11-09 06:00:00,2.711,0,0.98587,1.364
2023-11-09 07:00:00,2.13,0,0.986085,1.368
2023-11-09 08:00:00,1.679,0,0.986354,2.199
2023-11-09 09:00:00,1.424,0,0.986591,2.458
2023-11-09 10:00:00,1.028,0,0.987003,3.046
2023-11-09 11:00:00,0.602,0,0.987554,3.092
2023-11-09 12:00:00,0.419,0,0.987849,2.721
2023-11-09 13:00:00,0.399,0,0.988205,3.276
2023-11-09 14:00:00,2.956,0.192768,0.988486,3.613
2023-11-09 15:00:00,6.415,0,0.988665,3.202
2023-11-09 16:00:00,9.624,0,0.988476,2.139
2023-11-09 17:00:00,12.505,0,0.988003,2.316
2023-11-09 18:00:00,14.553,0,0.987526,2.389
2023-11-09 19:00:00,16.006,0,0.987055,2.238
2023-11-09 20:00:00,17.289,0,0.98657,2.198
2023-11-09 21:00:00,18.11,0,0.986143,3.162
2023-11-09 22:00:00,17.949,0.966454,0.985885,3.807
2023-11-09 23:00:00,14.272,3.80855,0.985843,4.872
2023-11-10 00:00:00,11.501,10.7556,0.985906,6.233
2023-11-10 01:00:00,10.28,13.115,0.98606,6.659
2023-11-10 02:00:00,9.313,11.3637,0.986201,6.348
2023-11-10 03:00:00,8.408,12.3131,0.986267,6.529
2023-11-10 04:00:00,7.95,16.8332,0.986283,7.112
2023-11-10 05:00:00,7.625,19.9282,0.986134,7.478
2023-11-10 06:00:00,7.113,17.8695,0.986363,7.225
2023-11-10 07:00:00,6.768,17.8351,0.986697,7.219
2023-11-10 08:00:00,6.354,18.2717,0.987041,7.266
2023-11-10 09:00:00,6.11,14.0603,0.987238,6.765
2023-11-10 10:00:00,5.864,11.4944,0.987606,6.349
2023-11-10 11:00:00,5.615,10.8255,0.988134,6.192
2023-11-10 12:00:00,5.404,7.98687,0.988446,5.714
2023-11-10 13:00:00,5.114,7.06364,0.988808,5.563
2023-11-10 14:00:00,7.43,5.35419,0.989096,5.23
2023-11-10 15:00:00,10.736,1.64631,0.989307,4.118
2023-11-10 16:00:00,13.3,0,0.989149,2.859
2023-11-10 17:00:00,15.955,0,0.988685,3.3
2023-11-10 18:00:00,17.964,0.63493,0.988192,3.641
2023-11-10 19:00:00,19.656,2.64951,0.987732,4.522
2023-11-10 20:00:00,20.326,3.95445,0.987353,4.939
2023-11-10 21:00:00,20.482,5.3317,0.987036,5.28
2023-11-10 22:00:00,19.748,7.9592,0.986926,5.791
2023-11-10 23:00:00,15.683,15.411,0.986984,6.991
2023-11-11 00:00:00,13.38,33.6811,0.987073,9.004
2023-11-11 01:00:00,11.843,46.8286,0.987319,10.312
2023-11-11 02:00:00,10.178,45.4357,0.987459,10.112
2023-11-11 03:00:00,9.438,51.9207,0.987614,10.757
2023-11-11 04:00:00,9.785,55.8757,0.987489,11.306
2023-11-11 05:00:00,9.51,57.8761,0.987129,12.09
2023-11-11 06:00:00,8.969,58.0815,0.987255,12.356
2023-11-11 07:00:00,8.986,58.0841,0.987359,12.781
2023-11-11 08:00:00,9.152,58.0598,0.987526,12.629
2023-11-11 09:00:00,9.179,58.0173,0.987606,12.262
2023-11-11 10:00:00,9.623,56.3801,0.987832,11.535
2023-11-11 11:00:00,9.217,56.4418,0.988164,11.544
2023-11-11 12:00:00,8.854,50.0503,0.988484,10.705
2023-11-11 13:00:00,8.531,43.6102,0.988644,10.071
2023-11-11 14:00:00,9.75,42.9806,0.988826,10.026
2023-11-11 15:00:00,13.083,35.3154,0.988972,9.313
2023-11-11 16:00:00,15.889,23.5082,0.988606,8.089
2023-11-11 17:00:00,18.076,31.1861,0.98795,8.94
2023-11-11 18:00:00,19.169,42.6343,0.987294,10.102
2023-11-11 19:00:00,20.419,52.0947,0.986825,11.072
2023-11-11 20:00:00,20.829,51.8802,0.986329,11.056
2023-11-11 21:00:00,21.038,54.8385,0.985834,11.702
2023-11-11 22:00:00,20.446,55.5153,0.985518,12.003
2023-11-11 23:00:00,18.892,53.6069,0.985479,11.3
2023-11-12 00:00:00,17.885,55.6051,0.985366,11.942
2023-11-12 01:00:00,17.159,56.323,0.985157,13.164
2023-11-12 02:00:00,16.665,56.0384,0.984984,11.941
2023-11-12 03:00:00,16.463,53.4019,0.984798,11.267
2023-11-12 04:00:00,16.204,51.5863,0.984766,11.042
2023-11-12 05:00:00,15.934,52.5902,0.984378,11.161
2023-11-12 06:00:00,15.793,52.7515,0.984092,11.145
2023-11-12 07:00:00,16.056,50.288,0.984072,10.803
2023-11-12 08:00:00,15.112,44.4218,0.984601,10.096
2023-11-12 09:00:00,17.111,56.2856,0.98434,13.432
2023-11-12 10:00:00,16.895,56.3166,0.98415,13.754
2023-11-12 11:00:00,16.55,56.3933,0.984316,12.783
2023-11-12 12:00:00,16.446,56.386,0.983836,12.643
2023-11-12 13:00:00,16.373,56.3919,0.983692,12.376
2023-11-12 14:00:00,16.287,44.7838,0.983705,10.17
2023-11-12 15:00:00,12.972,53.6601,0.985335,11.091
2023-11-12 16:00:00,11.234,32.6489,0.986391,8.892
2023-11-12 17:00:00,10.452,11.082,0.986841,6.303
2023-11-12 18:00:00,10.548,1.72439,0.987266,4.161
2023-11-12 19:00:00,10.955,8.43006,0.987771,5.85
2023-11-12 20:00:00,10.316,23.035,0.988252,7.891
2023-11-12 21:00:00,9.737,16.2818,0.988921,7.143
2023-11-12 22:00:00,9.96,14.1577,0.989207,6.884
2023-11-12 23:00:00,8.632,20.2771,0.989716,7.619
2023-11-13 00:00:00,6.727,41.3151,0.99048,9.827
2023-11-13 01:00:00,5.501,57.7716,0.991036,11.559
2023-11-13 02:00:00,3.78,55.3053,0.991618,11.022
2023-11-13 03:00:00,2.183,54.5383,0.991966,10.876
2023-11-13 04:00:00,0.587,39.8878,0.992042,9.498
2023-11-13 05:00:00,-0.498,47.7429,0.992088,10.147
2023-11-13 06:00:00,-1.066,51.7186,0.992229,10.518
2023-11-13 07:00:00,-1.39,36.1543,0.992475,9.047
2023-11-13 08:00:00,-1.562,38.006,0.992779,9.358
2023-11-13 09:00:00,-1.868,33.6406,0.99285,8.92
2023-11-13 10:00:00,-2.195,32.1385,0.993106,8.802
2023-11-13 11:00:00,-2.151,38.8345,0.993319,9.479
2023-11-13 12:00:00,-2.247,40.0362,0.993443,9.583
2023-11-13 13:00:00,-2.381,38.3397,0.993674,9.4
2023-11-13 14:00:00,-0.037,28.8976,0.993842,8.515
2023-11-13 15:00:00,3.035,7.34491,0.993917,5.652
2023-11-13 16:00:00,5.173,7.67986,0.993754,5.703
2023-11-13 17:00:00,6.773,19.3503,0.993143,7.445
2023-11-13 18:00:00,7.873,20.733,0.992676,7.618
2023-11-13 19:00:00,8.833,20.4452,0.992298,7.6
2023-11-13 20:00:00,9.425,19.1213,0.991846,7.412
2023-11-13 21:00:00,9.608,17.1184,0.991545,7.191
2023-11-13 22:00:00,9.07,15.7224,0.99138,6.983
2023-11-13 23:00:00,5.437,22.4437,0.991432,7.765
2023-11-14 00:00:00,3.709,54.3871,0.99141,10.921
2023-11-14 01:00:00,2.518,54.843,0.991546,11.074
2023-11-14 02:00:00,1.711,59.1736,0.991482,11.897
2023-11-14 03:00:00,1.573,59.7502,0.991464,12.083
2023-11-14 04:00:00,1.803,59.802,0.991121,12.17
2023-11-14 05:00:00,1.503,58.6649,0.990668,11.572
2023-11-14 06:00:00,0.773,58.2774,0.990442,11.39
2023-11-14 07:00:00,0.493,51.9597,0.990356,10.579
2023-11-14 08:00:00,0.511,34.3443,0.990442,8.929
2023-11-14 09:00:00,0.704,24.2925,0.990456,7.941
2023-11-14 10:00:00,0.549,16.9797,0.990707,7.088
2023-11-14 11:00:00,0.546,12.4969,0.991005,6.562
2023-11-14 12:00:00,0.859,10.9843,0.991146,6.224
2023-11-14 13:00:00,0.926,5.88555,0.991316,5.332
2023-11-14 14:00:00,2.046,3.1807,0.991469,4.647
2023-11-14 15:00:00,4.502,0.646795,0.991606,3.638
2023-11-14 16:00:00,7.146,0,0.991352,2.983
2023-11-14 17:00:00,9.128,1.74394,0.990653,4.158
2023-11-14 18:00:00,10.689,4.81012,0.989833,5.146
2023-11-14 19:00:00,11.966,2.1054,0.989612,4.359
2023-11-14 20:00:00,11.713,0,0.98952,2.623
2023-11-14 21:00:00,10.959,0,0.989347,2.231
2023-11-14 22:00:00,10.508,0,0.988982,3.224
2023-11-14 23:00:00,9.79,0,0.989127,1.826
2023-11-15 00:00:00,9.031,0,0.989196,2.737
2023-11-15 01:00:00,9.042,0,0.989234,2.883
2023-11-15 02:00:00,6.757,9.11417,0.989331,5.954
2023-11-15 03:00:00,6.256,14.9862,0.989213,6.884
2023-11-15 04:00:00,4.645,11.2554,0.988844,6.287
2023-11-15 05:00:00,3.724,6.19505,0.988515,5.416
2023-11-15 06:00:00,3.328,0,0.988341,2.522
2023-11-15 07:00:00,2.929,0,0.98846,2.664
2023-11-15 08:00:00,2.497,0,0.988554,3.273
2023-11-15 09:00:00,1.758,0,0.988668,3.108
2023-11-15 10:00:00,1.424,0,0.988789,3.388
2023-11-15 11:00:00,1.136,0,0.989041,3.112
2023-11-15 12:00:00,0.08,0,0.989253,2.339
2023-11-15 13:00:00,0.058,0,0.989447,2.414
2023-11-15 14:00:00,2.037,0,0.989496,1.955
2023-11-15 15:00:00,5.411,0,0.989633,1.406
2023-11-15 16:00:00,8.012,0,0.989408,0.607
2023-11-15 17:00:00,9.769,0,0.98902,0.567
2023-11-15 18:00:00,11.079,0,0.988766,1.477
2023-11-15 19:00:00,12.102,0,0.988375,2.149
2023-11-15 20:00:00,12.907,0,0.988018,2.199
2023-11-15 21:00:00,13.352,0,0.98775,2.675
2023-11-15 22:00:00,13.032,0,0.987777,3.309
2023-11-15 23:00:00,9.835,1.91144,0.987986,4.216
2023-11-16 00:00:00,8.293,15.2562,0.988203,6.92
2023-11-16 01:00:00,7.371,28.5117,0.988465,8.479
2023-11-16 02:00:00,6.862,34.5284,0.988579,9.094
2023-11-16 03:00:00,6.478,39.9708,0.988631,9.733
2023-11-16 04:00:00,6.108,47.6584,0.98855,10.393
2023-11-16 05:00:00,5.76,45.0242,0.98831,10.122
2023-11-16 06:00:00,5.265,43.2942,0.98828,9.906
2023-11-16 07:00:00,4.63,43.9177,0.988337,9.96
2023-11-16 08:00:00,3.382,40.6275,0.988453,9.662
2023-11-16 09:00:00,1.913,43.3235,0.988588,9.841
2023-11-16 10:00:00,1.422,42.3099,0.988786,9.745
2023-11-16 11:00:00,0.987,33.6867,0.989172,8.868
2023-11-16 12:00:00,-0.09,26.0719,0.98942,8.118
2023-11-16 13:00:00,-0.233,21.9932,0.989728,7.664
2023-11-16 14:00:00,1.724,21.1713,0.990016,7.58
2023-11-16 15:00:00,4.905,4.01952,0.990207,4.916
2023-11-16 16:00:00,7.486,0,0.990102,3.094
2023-11-16 17:00:00,9.826,0,0.989903,3.128
2023-11-16 18:00:00,11.618,0.951319,0.989686,3.804
2023-11-16 19:00:00,12.879,2.36288,0.989464,4.397
2023-11-16 20:00:00,13.721,3.27464,0.989267,4.738
2023-11-16 21:00:00,13.967,5.83772,0.989168,5.41
2023-11-16 22:00:00,13.339,8.93814,0.989182,5.952
2023-11-16 23:00:00,10.308,25.8806,0.989493,8.188
2023-11-17 00:00:00,8.355,50.9598,0.989755,10.618
2023-11-17 01:00:00,7.6,57.8886,0.990038,11.829
2023-11-17 02:00:00,6.911,57.6127,0.990226,11.74
2023-11-17 03:00:00,6.354,58.8106,0.990381,12.262
2023-11-17 04:00:00,5.819,58.9261,0.990426,12.354
2023-11-17 05:00:00,5.037,53.2928,0.990237,10.815
2023-11-17 06:00:00,4.362,36.5296,0.990448,9.21
2023-11-17 07:00:00,2.882,15.0621,0.990707,6.863
2023-11-17 08:00:00,2.262,6.41653,0.99099,5.449
2023-11-17 09:00:00,1.637,5.49009,0.991159,5.235
2023-11-17 10:00:00,1.011,5.54107,0.991521,5.255
2023-11-17 11:00:00,0.827,6.97726,0.991944,5.619
2023-11-17 12:00:00,0.674,6.13468,0.992236,5.395
2023-11-17 13:00:00,0.589,10.5051,0.992636,6.12
2023-11-17 14:00:00,2.502,7.22625,0.99292,5.578
2023-11-17 15:00:00,6.158,1.67355,0.993205,4.125
2023-11-17 16:00:00,8.952,0,0.993108,3.368
2023-11-17 17:00:00,11.027,0.705682,0.992782,3.673
2023-11-17 18:00:00,12.424,0,0.992456,2.297
2023-11-17 19:00:00,13.715,0,0.992048,1.755
2023-11-17 20:00:00,14.598,0,0.991776,2.098
2023-11-17 21:00:00,15.006,0,0.991392,2.711
2023-11-17 22:00:00,14.605,0,0.991347,3.322
2023-11-17 23:00:00,11.137,3.73988,0.991348,4.889
2023-11-18 00:00:00,9.044,4.88055,0.99135,5.164
2023-11-18 01:00:00,7.871,14.8889,0.991306,6.959
2023-11-18 02:00:00,7.722,18.8518,0.991515,7.349
2023-11-18 03:00:00,7.738,17.0591,0.991413,7.13
2023-11-18 04:00:00,7.387,28.0446,0.991414,8.402
2023-11-18 05:00:00,5.813,14.4269,0.991203,6.853
2023-11-18 06:00:00,4.787,11.7197,0.991396,6.383
2023-11-18 07:00:00,3.852,35.0009,0.991748,9.021
2023-11-18 08:00:00,3.671,47.2331,0.991902,10.188
2023-11-18 09:00:00,4.251,52.9373,0.991956,10.764
2023-11-18 10:00:00,2.904,39.5541,0.992036,9.512
2023-11-18 11:00:00,2.361,38.0872,0.992312,9.358
2023-11-18 12:00:00,1.586,44.1642,0.992306,9.898
2023-11-18 13:00:00,0.913,36.2089,0.992424,9.101
2023-11-18 14:00:00,2.616,27.3307,0.992545,8.272
2023-11-18 15:00:00,6.975,5.91125,0.992651,5.359
2023-11-18 16:00:00,9.897,0,0.992494,2.461
2023-11-18 17:00:00,11.958,0,0.992101,2.232
2023-11-18 18:00:00,13.578,0,0.99164,2.135
2023-11-18 19:00:00,14.703,0,0.991211,2.095
2023-11-18 20:00:00,15.531,0,0.990733,2.387
2023-11-18 21:00:00,16.181,0.76615,0.990281,3.747
2023-11-18 22:00:00,15.83,0,0.990065,3.209
2023-11-18 23:00:00,12.248,0,0.990181,2.687
2023-11-19 00:00:00,10.112,0,0.990234,1.873
2023-11-19 01:00:00,9.326,0,0.990292,3.218
2023-11-19 02:00:00,9.007,3.90767,0.99035,4.889
2023-11-19 03:00:00,7.89,3.985,0.990517,4.909
2023-11-19 04:00:00,7.402,2.67466,0.990411,4.525
2023-11-19 05:00:00,7.081,5.58912,0.9901,5.327
2023-11-19 06:00:00,6.499,5.20707,0.990025,5.224
2023-11-19 07:00:00,5.5,4.05946,0.990237,4.915
2023-11-19 08:00:00,5.056,12.8774,0.990304,6.596
2023-11-19 09:00:00,4.94,36.6742,0.990168,9.239
2023-11-19 10:00:00,4.939,35.1959,0.990093,9.059
2023-11-19 11:00:00,4.509,29.3449,0.989994,8.518
2023-11-19 12:00:00,3.947,20.0313,0.989911,7.466
2023-11-19 13:00:00,3.953,18.907,0.989847,7.332
2023-11-19 14:00:00,5.844,19.1921,0.98978,7.381
2023-11-19 15:00:00,9.193,9.21842,0.989816,5.985
2023-11-19 16:00:00,11.396,0,0.989623,3.295
2023-11-19 17:00:00,13.481,0,0.989205,2.834
2023-11-19 18:00:00,15.15,0,0.98874,1.925
2023-11-19 19:00:00,16.3,0,0.988311,1.334
2023-11-19 20:00:00,16.899,0,0.987701,0.742
2023-11-19 21:00:00,17.138,0,0.987225,0.318
2023-11-19 22:00:00,16.895,0,0.986772,0.283
2023-11-19 23:00:00,13.803,0,0.986656,1.101
2023-11-20 00:00:00,11.724,0,0.986558,0.892
2023-11-20 01:00:00,10.719,0,0.986564,0.622
2023-11-20 02:00:00,10.067,0,0.986463,0.718
2023-11-20 03:00:00,9.115,0,0.986412,0.867
2023-11-20 04:00:00,8.356,0,0.986189,0.53
2023-11-20 05:00:00,7.7,0,0.985777,0.956
2023-11-20 06:00:00,7.015,0,0.98572,1.482
2023-11-20 07:00:00,6.688,0,0.985553,1.804
2023-11-20 08:00:00,6.283,0,0.98555,1.914
2023-11-20 09:00:00,5.968,0,0.985484,1.66
2023-11-20 10:00:00,5.551,0,0.985481,1.668
2023-11-20 11:00:00,5.057,0,0.985653,1.454
2023-11-20 12:00:00,4.609,0,0.985733,1.288
2023-11-20 13:00:00,4.228,0,0.985792,1.192
2023-11-20 14:00:00,5.342,0,0.985869,1.357
2023-11-20 15:00:00,8.3,0,0.985878,1.059
2023-11-20 16:00:00,11.162,0,0.985508,0.801
2023-11-20 17:00:00,13.842,0,0.984841,0.822
2023-11-20 18:00:00,15.988,0,0.984315,1.52
2023-11-20 19:00:00,17.398,0,0.983795,2.087
2023-11-20 20:00:00,18.13,0,0.983315,2.494
2023-11-20 21:00:00,18.421,0,0.982946,2.808
2023-11-20 22:00:00,18.028,0,0.982811,3.195
2023-11-20 23:00:00,14.647,0,0.982873,3.346
2023-11-21 00:00:00,12.919,2.37057,0.983016,4.403
2023-11-21 01:00:00,12.262,3.29075,0.983184,4.721
2023-11-21 02:00:00,11.784,3.1046,0.983288,4.664
2023-11-21 03:00:00,11.576,1.74039,0.983417,4.171
2023-11-21 04:00:00,10.363,0.848048,0.983358,3.74
2023-11-21 05:00:00,9.616,0,0.983147,3.595
2023-11-21 06:00:00,8.794,1.1242,0.983222,3.871
2023-11-21 07:00:00,7.954,0,0.98332,3.129
2023-11-21 08:00:00,7.317,0,0.983513,2.658
2023-11-21 09:00:00,6.737,0,0.983461,2.467
2023-11-21 10:00:00,6.177,0,0.98374,3.15
2023-11-21 11:00:00,5.669,1.71585,0.984168,4.143
2023-11-21 12:00:00,5.779,2.99769,0.984487,4.651
2023-11-21 13:00:00,5.504,11.0614,0.984729,6.342
2023-11-21 14:00:00,6.42,10.6041,0.985085,6.249
2023-11-21 15:00:00,10.692,1.91339,0.985413,4.238
2023-11-21 16:00:00,13.212,0,0.985469,2.924
2023-11-21 17:00:00,15.464,0,0.985294,2.952
2023-11-21 18:00:00,17.007,0,0.985155,3.141
2023-11-21 19:00:00,17.851,0,0.985014,3.566
2023-11-21 20:00:00,18.26,0,0.984889,3.401
2023-11-21 21:00:00,18.451,0,0.984765,3.274
2023-11-21 22:00:00,17.966,0.901644,0.984789,3.777
2023-11-21 23:00:00,14.352,4.76148,0.985143,5.119
2023-11-22 00:00:00,12.201,13.2632,0.985366,6.694
2023-11-22 01:00:00,11.79,21.7989,0.985491,7.794
2023-11-22 02:00:00,10.886,23.7585,0.985629,8.054
2023-11-22 03:00:00,10.376,22.4736,0.985654,7.947
2023-11-22 04:00:00,9.572,18.1705,0.985571,7.363
2023-11-22 05:00:00,7.967,17.1698,0.98547,7.18
2023-11-22 06:00:00,6.899,12.6406,0.98564,6.576
2023-11-22 07:00:00,6.612,7.84207,0.985762,5.711
2023-11-22 08:00:00,6.102,1.56227,0.985975,4.073
2023-11-22 09:00:00,6.035,0,0.98598,2.137
2023-11-22 10:00:00,5.621,0,0.986191,1.752
2023-11-22 11:00:00,4.927,0,0.986525,2.136
2023-11-22 12:00:00,4.29,0,0.986604,2.413
2023-11-22 13:00:00,3.698,0,0.98692,3.181
2023-11-22 14:00:00,4.793,0,0.987065,3.216
2023-11-22 15:00:00,8.023,0,0.987142,3.279
2023-11-22 16:00:00,11.078,0,0.986977,2.122
2023-11-22 17:00:00,13.996,0,0.986451,1.878
2023-11-22 18:00:00,16.323,0,0.986015,2.282
2023-11-22 19:00:00,17.814,0,0.985679,2.787
2023-11-22 20:00:00,18.67,0,0.985277,3.22
2023-11-22 21:00:00,19,0.479836,0.984865,3.62
2023-11-22 22:00:00,18.465,1.38235,0.984649,4.015
2023-11-22 23:00:00,15.171,3.77653,0.984584,4.883
2023-11-23 00:00:00,13.622,5.59457,0.984781,5.363
2023-11-23 01:00:00,12.872,13.1956,0.984689,6.775
2023-11-23 02:00:00,11.828,11.4139,0.98485,6.4
2023-11-23 03:00:00,10.687,8.6662,0.984885,5.897
2023-11-23 04:00:00,9.537,8.69057,0.984679,5.896
2023-11-23 05:00:00,8.555,5.86098,0.98432,5.364
2023-11-23 06:00:00,8.897,7.63201,0.984367,5.676
2023-11-23 07:00:00,8.718,12.2007,0.984617,6.523
2023-11-23 08:00:00,8.861,8.89626,0.98478,5.938
2023-11-23 09:00:00,8.31,14.4971,0.984875,6.846
2023-11-23 10:00:00,6.943,9.4463,0.984823,6.02
2023-11-23 11:00:00,6.269,11.4116,0.984884,6.347
2023-11-23 12:00:00,6.319,12.973,0.98485,6.63
2023-11-23 13:00:00,5.557,8.34491,0.984822,5.827
2023-11-23 14:00:00,7.624,9.14873,0.984851,6.062
2023-11-23 15:00:00,8.772,11.347,0.984951,6.451
2023-11-23 16:00:00,9.274,12.7508,0.984841,6.668
2023-11-23 17:00:00,10.034,8.94777,0.984561,5.955
2023-11-23 18:00:00,10.208,6.15204,0.984421,5.439
2023-11-23 19:00:00,11.279,2.79808,0.984385,4.552
2023-11-23 20:00:00,14.407,6.4411,0.984179,5.504
2023-11-23 21:00:00,14.776,20.5104,0.984172,7.633
2023-11-23 22:00:00,13.296,25.0311,0.984381,8.147
2023-11-23 23:00:00,9.896,39.2799,0.984942,9.6
2023-11-24 00:00:00,7.433,52.0782,0.985488,10.903
2023-11-24 01:00:00,5.95,43.9262,0.98592,10.058
2023-11-24 02:00:00,5.007,53.4511,0.986371,11.002
2023-11-24 03:00:00,2.618,54.5686,0.986712,11.032
2023-11-24 04:00:00,1.758,51.8051,0.986847,10.603
2023-11-24 05:00:00,1.958,57.7651,0.986761,11.378
2023-11-24 06:00:00,1.048,58.3375,0.986984,11.49
2023-11-24 07:00:00,-0.901,38.1728,0.987198,9.325
2023-11-24 08:00:00,-2.307,35.5444,0.987286,8.993
2023-11-24 09:00:00,-2.823,36.3938,0.987367,9.069
2023-11-24 10:00:00,-3.385,26.6114,0.987533,8.139
2023-11-24 11:00:00,-3.754,27.883,0.987843,8.262
2023-11-24 12:00:00,-3.978,22.329,0.988138,7.67
2023-11-24 13:00:00,-3.944,19.7904,0.988328,7.363
2023-11-24 14:00:00,-3.169,9.98837,0.988616,6.03
2023-11-24 15:00:00,-1.596,1.79121,0.988837,4.149
2023-11-24 16:00:00,-0.15,1.68996,0.988745,4.108
2023-11-24 17:00:00,1.297,3.1908,0.988318,4.657
2023-11-24 18:00:00,2.615,4.10173,0.987924,4.965
2023-11-24 19:00:00,3.938,4.52666,0.987464,5.08
2023-11-24 20:00:00,4.832,3.33313,0.987056,4.756
2023-11-24 21:00:00,5.166,3.4085,0.98669,4.781
2023-11-24 22:00:00,4.836,3.91802,0.986427,4.918
2023-11-24 23:00:00,1.594,5.67511,0.986374,5.297
2023-11-25 00:00:00,-0.423,4.68517,0.986229,5.036
2023-11-25 01:00:00,-0.934,3.89579,0.986125,4.837
2023-11-25 02:00:00,-1.443,3.98102,0.985931,4.867
2023-11-25 03:00:00,-1.367,0,0.985695,3.603
2023-11-25 04:00:00,-1.49,0,0.985494,2.422
2023-11-25 05:00:00,-2.145,0,0.985232,1.948
2023-11-25 06:00:00,-2.64,0,0.985088,2.042
2023-11-25 07:00:00,-2.929,0,0.985036,2.084
2023-11-25 08:00:00,-3.196,0,0.985022,1.977
2023-11-25 09:00:00,-3.508,0,0.985032,2.118
2023-11-25 10:00:00,-3.63,0,0.985041,2.2
2023-11-25 11:00:00,-3.717,0,0.985123,2.419
2023-11-25 12:00:00,-3.862,0,0.985156,2.889
2023-11-25 13:00:00,-3.974,0,0.985105,2.994
2023-11-25 14:00:00,-2.719,1.06812,0.985104,3.82
2023-11-25 15:00:00,0.711,0,0.985033,3.35
2023-11-25 16:00:00,3.897,0,0.984682,2.149
2023-11-25 17:00:00,6.513,0,0.984012,2.687
2023-11-25 18:00:00,8.929,0,0.983406,3.351
2023-11-25 19:00:00,10.541,0.921189,0.9829,3.795
2023-11-25 20:00:00,11.6,1.57868,0.982421,4.128
2023-11-25 21:00:00,12.061,4.14823,0.982039,4.992
2023-11-25 22:00:00,10.892,5.39413,0.981866,5.329
2023-11-25 23:00:00,6.456,11.7441,0.981967,6.498
2023-11-26 00:00:00,4.503,21.728,0.982263,7.744
2023-11-26 01:00:00,3.077,31.0721,0.982433,8.773
2023-11-26 02:00:00,2.021,26.2125,0.982651,8.262
2023-11-26 03:00:00,1.607,20.9436,0.982836,7.643
2023-11-26 04:00:00,1.37,11.6718,0.98284,6.449
2023-11-26 05:00:00,1.325,6.05801,0.982692,5.423
2023-11-26 06:00:00,1.116,5.23588,0.982946,5.218
2023-11-26 07:00:00,0.486,4.01939,0.98334,4.924
2023-11-26 08:00:00,0.303,2.48478,0.983647,4.452
2023-11-26 09:00:00,0.004,1.48067,0.983894,4.059
2023-11-26 10:00:00,-0.061,0.322438,0.984006,3.628
2023-11-26 11:00:00,-0.087,0,0.984355,3.571
2023-11-26 12:00:00,-0.21,1.50787,0.984527,4.032
2023-11-26 13:00:00,-0.167,1.49563,0.984686,4.024
2023-11-26 14:00:00,1.641,1.192,0.984741,3.886
2023-11-26 15:00:00,5.367,1.3235,0.984843,3.96
2023-11-26 16:00:00,8.813,0,0.984628,3.044
2023-11-26 17:00:00,11.544,0,0.984226,3.097
2023-11-26 18:00:00,14.135,2.04937,0.983595,4.326
2023-11-26 19:00:00,15.564,0,0.983339,3.127
2023-11-26 20:00:00,16.689,1.7804,0.983004,4.188
2023-11-26 21:00:00,15.878,2.96476,0.982746,4.631
2023-11-26 22:00:00,14.099,5.0334,0.982904,5.219
2023-11-26 23:00:00,13.415,3.4357,0.983345,4.805
2023-11-27 00:00:00,12.684,0,0.983625,2.883
2023-11-27 01:00:00,12.355,0,0.983512,3.36
2023-11-27 02:00:00,12.313,3.20835,0.983732,4.698
2023-11-27 03:00:00,12.114,0.624523,0.983604,3.633
2023-11-27 04:00:00,11.841,0,0.983598,2.487
2023-11-27 05:00:00,11.442,0,0.983103,3.272
2023-11-27 06:00:00,11.219,0,0.982854,2.634
2023-11-27 07:00:00,11.339,0,0.982733,1.426
2023-11-27 08:00:00,11.352,0,0.982913,2.506
2023-11-27 09:00:00,10.539,25.8481,0.983254,8.21
2023-11-27 10:00:00,8.135,27.0414,0.983822,8.306
